DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221017007,11/28/2022 12:00:00 AM,04/23/2020 12:00:00 AM,0001,10,West Valley,1041,2,354,THEFT OF IDENTITY,1822,44,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6000    DONNA                        AV,,34.1787,-118.5475
"232112058,07/25/2023 12:00:00 AM,04/26/2020 12:00:00 AM,2110,21,Topanga,2198,2,956,""LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"",1906,17,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,4500    CEZANNE                      AV,,34.1484,-118.6033"
"220313293,07/06/2022 12:00:00 AM,06/30/2020 12:00:00 AM,1400,03,Southwest,0396,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,25,F,B,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,VERMONT                      AV,43RD                         ST,34.0055,-118.2915"
220320985,07/07/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,03,Southwest,0311,2,813,CHILD ANNOYING (17YRS & UNDER),,5,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,813,,,,5500    GEER                         ST,,34.0301,-118.3636
221909318,05/09/2022 12:00:00 AM,05/08/2020 12:00:00 AM,1120,19,Mission,1954,1,330,BURGLARY FROM VEHICLE,1612 0385,36,M,H,101,STREET,,,IC,Invest Cont,330,,,,9900    LEMONA                       AV,,34.2573,-118.463
231510293,05/27/2023 12:00:00 AM,11/24/2020 12:00:00 AM,0200,15,N Hollywood,1504,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7500    LAUREL CANYON                BL,,34.2071,-118.3965
230714162,09/02/2023 12:00:00 AM,08/03/2020 12:00:00 AM,1908,07,Wilshire,0783,2,354,THEFT OF IDENTITY,1822 0922 0100,18,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100 W  21ST                         ST,,34.0394,-118.3541
221110658,06/21/2022 12:00:00 AM,02/28/2020 12:00:00 AM,1625,11,Northeast,1144,2,354,THEFT OF IDENTITY,0100 0928,39,M,C,750,CYBERSPACE,,,IC,Invest Cont,354,,,,3600    TRACY                        ST,,34.1037,-118.2722
220207597,03/21/2022 12:00:00 AM,10/01/2020 12:00:00 AM,2200,02,Rampart,0291,1,210,ROBBERY,1822 0416,62,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,1300 S  ALVARADO                     ST,,34.0473,-118.2827
"221713038,08/31/2022 12:00:00 AM,03/10/2020 12:00:00 AM,1800,17,Devonshire,1767,2,662,""BUNCO, GRAND THEFT"",0701,32,M,O,101,STREET,,,IC,Invest Cont,662,,,,18400    PLUMMER                      ST,,34.2428,-118.5338"
221105273,02/04/2022 12:00:00 AM,02/02/2020 12:00:00 AM,1200,11,Northeast,1179,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 W  AVENUE 44,,34.0951,-118.208
"230710696,06/11/2023 12:00:00 AM,12/17/2020 12:00:00 AM,0001,07,Wilshire,0722,2,354,THEFT OF IDENTITY,0923 0930 1822 0928,26,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,100 S  FLORES                       ST,,34.0744,-118.3711"
"231510050,05/22/2023 12:00:00 AM,05/08/2020 12:00:00 AM,1200,15,N Hollywood,1548,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,29,F,H,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,626,,,,5300    CLEON                        AV,,34.167,-118.3686"
230911729,06/10/2023 12:00:00 AM,04/01/2020 12:00:00 AM,0005,09,Van Nuys,0911,2,354,THEFT OF IDENTITY,1822 0100 0923,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    PEACH                        AV,,34.1903,-118.4676
"221209383,03/30/2022 12:00:00 AM,02/25/2020 12:00:00 AM,1930,12,77th Street,1207,2,354,THEFT OF IDENTITY,,24,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,4600    WESLEY                       AV,,34.0016,-118.2878"
220211619,05/07/2022 12:00:00 AM,12/16/2020 12:00:00 AM,0457,02,Rampart,0231,1,330,BURGLARY FROM VEHICLE,0344 0329,32,M,H,101,STREET,,,IC,Invest Cont,330,,,,200 S  VENDOME                      ST,,34.0689,-118.2841
"231105297,02/03/2023 12:00:00 AM,07/27/2020 12:00:00 AM,1000,11,Northeast,1152,2,354,THEFT OF IDENTITY,1822 1501 0100,25,M,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,4200    CLAYTON                      AV,,34.1,-118.2819"
"232011006,06/02/2023 12:00:00 AM,06/01/2020 12:00:00 AM,1200,20,Olympic,2071,2,662,""BUNCO, GRAND THEFT"",0701 0800 0344 1822,44,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,1500 S  GRAMERCY                     PL,,34.0453,-118.313"
221308122,03/10/2022 12:00:00 AM,03/10/2020 12:00:00 AM,0035,13,Newton,1324,2,354,THEFT OF IDENTITY,1822 0100,30,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1400 E  20TH                         ST,,34.0218,-118.249
201410122,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,0100,14,Pacific,1406,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600    KEYSTONE                     AV,,34.0238,-118.4095
231709319,05/07/2023 12:00:00 AM,12/14/2020 12:00:00 AM,1545,17,Devonshire,1718,2,354,THEFT OF IDENTITY,0929 0930,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    DENSMORE                     AV,,34.2728,-118.4788
221917253,11/25/2022 12:00:00 AM,06/15/2020 12:00:00 AM,1200,19,Mission,1981,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8600    LANGDON                      AV,,34.2265,-118.4699
"220204234,01/05/2022 12:00:00 AM,12/20/2020 12:00:00 AM,0815,02,Rampart,0269,2,354,THEFT OF IDENTITY,0100 0930,58,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,700    WITMER                       ST,,34.0524,-118.2678"
220604399,01/10/2022 12:00:00 AM,09/19/2020 12:00:00 AM,1600,06,Hollywood,0668,2,354,THEFT OF IDENTITY,1822,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,WILTON,LEXINGTON,34.0928,-118.3136
231320297,11/08/2023 12:00:00 AM,05/08/2020 12:00:00 AM,1120,13,Newton,1383,2,354,THEFT OF IDENTITY,0100,51,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,200 W  60TH                         ST,,33.9851,-118.2765
221511470,06/22/2022 12:00:00 AM,07/11/2020 12:00:00 AM,1200,15,N Hollywood,1541,2,354,THEFT OF IDENTITY,0377 1822,63,M,W,209,EQUIPMENT RENTAL,,,IC,Invest Cont,354,,,,12600    OTSEGO                       ST,,34.1631,-118.4074
231309161,04/07/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0001,13,Newton,1383,2,354,THEFT OF IDENTITY,0100,45,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,200 W  62ND                         ST,,33.9833,-118.2765
